flow_bucket,priority_high,priority_medium,priority_low,n_steps,has_auth,has_payment,has_form_input,n_inputs,n_buttons,avg_dom_confidence,qa_edit_ratio,n_assertions,n_waits,code_lines,past_pass_rate,past_runs,mean_duration_s,duration_stddev_s,risk_label
search,0.0,1.0,0.0,4,0.0,0.0,1.0,1,2,0.8861,0.0,2,0,31,0.968,63,0.911,0.23,LOW
login_flow,1.0,0.0,0.0,6,1.0,0.0,1.0,6,1,0.6352,0.1651,1,1,117,0.9366,32,4.935,0.084,LOW
login_flow,1.0,0.0,0.0,7,1.0,0.0,1.0,3,1,0.66,0.4962,2,2,91,0.6172,32,4.269,1.356,HIGH
cart_ops,0.0,0.0,1.0,7,1.0,0.0,0.0,0,4,0.8896,0.1268,3,0,55,0.7766,35,2.57,0.686,MEDIUM
login_flow,1.0,0.0,0.0,9,1.0,0.0,1.0,3,2,0.5706,0.3914,6,3,87,0.6193,22,3.408,0.951,HIGH
login_flow,1.0,0.0,0.0,10,1.0,0.0,1.0,4,1,0.67,0.4238,6,4,30,0.6378,31,4.397,0.812,HIGH
checkout,1.0,0.0,0.0,7,1.0,1.0,1.0,0,1,0.8161,0.4086,7,6,124,0.773,39,7.151,1.397,MEDIUM
login_flow,1.0,0.0,0.0,6,1.0,0.0,1.0,4,0,0.6072,0.3887,7,4,118,0.5866,39,3.543,1.21,HIGH
cart_ops,0.0,0.0,1.0,7,1.0,0.0,0.0,1,3,0.7289,0.3125,4,0,73,0.7733,38,2.158,0.424,MEDIUM
search,0.0,0.0,1.0,5,0.0,0.0,0.0,0,1,0.917,0.0358,3,0,13,0.9816,48,1.316,0.128,LOW
search,1.0,0.0,0.0,3,0.0,0.0,0.0,1,1,0.9137,0.0449,3,0,53,1.0,79,1.293,0.212,LOW
search,0.0,1.0,0.0,3,0.0,0.0,0.0,1,1,0.9209,0.0,1,0,56,0.9284,60,1.79,0.557,LOW
cart_ops,1.0,0.0,0.0,6,0.0,0.0,0.0,1,3,0.9029,0.2575,4,0,55,0.8079,37,2.85,0.0,MEDIUM
checkout,1.0,0.0,0.0,11,0.0,1.0,1.0,4,2,0.2731,0.6821,11,3,90,0.8046,57,5.444,1.366,MEDIUM
checkout,0.0,1.0,0.0,9,1.0,1.0,1.0,3,3,0.7036,0.658,12,2,149,0.6082,40,6.252,1.367,MEDIUM
search,0.0,1.0,0.0,3,0.0,0.0,0.0,2,0,0.9189,0.0123,3,0,42,0.9034,48,1.246,0.0,MEDIUM
checkout,1.0,0.0,0.0,6,0.0,1.0,1.0,4,2,0.4874,0.5297,8,5,121,0.6744,39,5.482,0.999,HIGH
cart_ops,0.0,1.0,0.0,6,0.0,0.0,0.0,1,3,0.708,0.202,4,1,70,0.9426,36,3.1,0.569,LOW
login_flow,1.0,0.0,0.0,10,1.0,0.0,1.0,3,2,0.7847,0.4168,5,3,83,0.8069,47,4.707,0.77,MEDIUM
search,0.0,0.0,1.0,4,0.0,0.0,1.0,2,2,0.9424,0.0,3,0,33,0.9905,81,0.591,0.126,LOW
cart_ops,0.0,1.0,0.0,6,1.0,0.0,0.0,1,3,0.823,0.2672,4,1,81,0.9115,36,2.416,0.06,MEDIUM
cart_ops,0.0,1.0,0.0,9,1.0,0.0,0.0,2,4,0.7395,0.147,9,0,70,0.8339,48,2.226,0.436,MEDIUM
search,0.0,0.0,1.0,3,0.0,0.0,0.0,0,1,0.9853,0.002,1,1,43,0.9769,29,0.824,0.247,MEDIUM
search,1.0,0.0,0.0,5,0.0,0.0,0.0,1,1,0.907,0.0969,2,0,23,0.9549,44,0.993,0.139,LOW
cart_ops,0.0,1.0,0.0,4,0.0,0.0,0.0,0,2,0.7639,0.0,1,1,37,0.964,13,2.275,0.154,LOW
search,1.0,0.0,0.0,3,0.0,0.0,1.0,1,2,0.9003,0.0876,1,0,27,1.0,37,0.541,0.208,LOW
cart_ops,1.0,0.0,0.0,6,1.0,0.0,0.0,0,4,0.7984,0.0845,7,0,52,0.9619,18,1.848,0.625,LOW
login_flow,1.0,0.0,0.0,11,1.0,0.0,1.0,4,0,0.7334,0.1121,6,3,113,0.8022,40,4.793,0.857,MEDIUM
search,0.0,0.0,1.0,3,0.0,0.0,0.0,1,1,0.8968,0.0948,2,0,37,0.9991,66,1.447,0.487,LOW
login_flow,0.0,1.0,0.0,5,1.0,0.0,1.0,4,1,0.7539,0.3126,4,2,164,0.7523,37,3.204,0.651,MEDIUM
login_flow,0.0,1.0,0.0,9,1.0,0.0,1.0,1,1,0.5602,0.5182,2,3,72,0.8667,18,2.12,0.734,MEDIUM
cart_ops,0.0,1.0,0.0,7,0.0,0.0,0.0,1,3,0.8479,0.228,5,1,46,0.8656,22,2.311,0.306,MEDIUM
login_flow,1.0,0.0,0.0,6,1.0,0.0,1.0,4,1,0.9039,0.1906,4,3,83,0.8643,42,5.658,0.909,LOW
checkout,0.0,1.0,0.0,15,1.0,1.0,1.0,5,4,0.3353,0.5085,5,4,105,0.9432,59,5.574,1.218,LOW
search,0.0,1.0,0.0,2,0.0,0.0,0.0,1,1,0.9622,0.0401,2,0,28,0.9808,46,1.658,0.407,LOW
checkout,1.0,0.0,0.0,10,1.0,1.0,1.0,6,2,0.6396,0.3904,7,4,33,0.7342,35,8.37,0.982,HIGH
search,0.0,0.0,1.0,3,0.0,0.0,1.0,2,1,0.8573,0.0107,0,0,35,0.9754,30,1.12,0.227,LOW
search,0.0,0.0,1.0,4,1.0,0.0,1.0,1,1,0.9245,0.0262,3,0,45,0.971,71,1.198,0.19,LOW
search,1.0,0.0,0.0,3,0.0,0.0,0.0,1,2,0.9381,0.042,3,0,14,0.9551,69,0.768,0.308,LOW
cart_ops,0.0,1.0,0.0,6,0.0,0.0,1.0,0,3,0.8565,0.1401,3,0,51,0.8452,23,1.939,0.444,MEDIUM
checkout,1.0,0.0,0.0,9,1.0,1.0,1.0,4,2,0.5998,0.5784,7,4,136,0.8316,20,4.203,0.921,MEDIUM
checkout,0.0,0.0,1.0,5,1.0,1.0,1.0,6,3,0.4438,0.5552,4,3,119,0.6473,34,7.061,0.97,HIGH
search,0.0,1.0,0.0,4,0.0,0.0,1.0,1,2,0.8915,0.0536,1,1,25,0.9464,55,0.793,0.171,LOW
search,0.0,0.0,1.0,3,0.0,0.0,0.0,1,0,0.9141,0.0052,3,0,31,0.9926,39,1.284,0.0,MEDIUM
cart_ops,0.0,0.0,1.0,6,1.0,0.0,1.0,1,5,0.6945,0.1094,4,1,30,0.9276,19,0.1,0.45,LOW
cart_ops,0.0,1.0,0.0,7,1.0,0.0,1.0,1,4,0.7033,0.2234,3,1,87,0.9067,33,1.517,0.284,MEDIUM
search,1.0,0.0,0.0,3,0.0,0.0,0.0,1,1,0.947,0.0516,3,0,21,0.9163,54,0.893,0.057,MEDIUM
cart_ops,0.0,1.0,0.0,4,0.0,0.0,0.0,0,3,0.8444,0.1587,2,0,45,0.8878,40,3.289,0.57,MEDIUM
cart_ops,0.0,1.0,0.0,8,0.0,0.0,0.0,1,2,0.7329,0.216,5,3,49,0.8319,41,2.036,0.622,MEDIUM
login_flow,1.0,0.0,0.0,11,1.0,0.0,1.0,3,0,0.5456,0.3431,6,1,85,0.6852,42,1.295,0.731,HIGH
search,0.0,0.0,1.0,3,0.0,0.0,0.0,2,1,0.9086,0.0577,2,0,27,0.9182,49,1.052,0.48,MEDIUM
cart_ops,0.0,0.0,1.0,6,1.0,0.0,0.0,2,2,0.7525,0.3512,2,0,74,0.8821,9,1.849,0.432,MEDIUM
search,1.0,0.0,0.0,4,0.0,0.0,1.0,1,1,0.9094,0.124,2,0,31,0.9271,89,0.1,0.027,LOW
checkout,1.0,0.0,0.0,11,1.0,1.0,1.0,5,0,0.5173,0.2354,7,5,118,0.7754,37,3.955,1.483,MEDIUM
cart_ops,0.0,0.0,1.0,5,0.0,0.0,0.0,0,2,0.724,0.1714,1,1,50,0.6879,29,2.294,0.324,HIGH
checkout,1.0,0.0,0.0,10,0.0,1.0,1.0,6,1,0.5053,0.336,5,6,157,0.4684,7,4.986,2.192,HIGH
cart_ops,0.0,1.0,0.0,7,0.0,0.0,1.0,1,1,0.9231,0.4061,6,2,74,0.9683,25,1.955,0.483,LOW
login_flow,0.0,0.0,1.0,9,1.0,0.0,1.0,2,0,0.6527,0.1588,7,4,122,0.8949,38,3.61,0.573,MEDIUM
checkout,1.0,0.0,0.0,17,1.0,1.0,1.0,6,0,0.5975,0.357,10,4,86,0.7383,39,8.573,0.217,HIGH
checkout,0.0,1.0,0.0,7,0.0,1.0,1.0,6,2,0.264,0.6155,7,5,89,0.6093,49,3.47,1.723,HIGH
cart_ops,1.0,0.0,0.0,4,0.0,0.0,0.0,2,3,0.9317,0.1714,4,1,60,0.9558,12,1.617,0.541,LOW
checkout,0.0,1.0,0.0,11,1.0,1.0,1.0,6,3,0.4518,0.4921,9,5,88,0.6669,24,5.462,1.545,HIGH
login_flow,1.0,0.0,0.0,11,1.0,0.0,1.0,3,1,0.8051,0.3441,2,2,102,0.8911,48,4.842,0.126,MEDIUM
checkout,1.0,0.0,0.0,14,1.0,1.0,1.0,3,1,0.6387,0.22,4,4,93,0.58,39,7.575,0.53,HIGH
cart_ops,0.0,1.0,0.0,7,0.0,0.0,1.0,1,4,0.9088,0.0582,4,2,82,0.8942,42,2.696,0.442,MEDIUM
login_flow,1.0,0.0,0.0,9,1.0,0.0,1.0,3,1,0.5739,0.4572,6,3,76,0.7929,50,6.658,1.185,MEDIUM
checkout,1.0,0.0,0.0,22,1.0,1.0,1.0,5,4,0.6502,0.2424,9,2,136,0.9602,24,6.361,1.012,LOW
checkout,1.0,0.0,0.0,7,1.0,1.0,1.0,5,2,0.7812,0.7651,6,6,117,0.626,28,5.221,1.166,HIGH
cart_ops,0.0,1.0,0.0,4,0.0,0.0,1.0,2,3,0.8395,0.1317,5,1,78,0.845,31,2.773,0.574,LOW
search,0.0,1.0,0.0,3,0.0,0.0,1.0,2,0,0.9042,0.1086,2,0,38,0.9558,63,0.935,0.0,LOW
login_flow,1.0,0.0,0.0,6,1.0,0.0,1.0,4,1,0.6309,0.1602,3,3,97,0.7208,30,5.286,0.699,HIGH
cart_ops,0.0,1.0,0.0,4,0.0,0.0,1.0,0,3,0.811,0.0,6,1,35,0.9312,18,2.138,0.536,LOW
cart_ops,0.0,1.0,0.0,6,1.0,0.0,1.0,1,4,0.8572,0.1019,2,2,74,0.8247,25,2.177,0.614,MEDIUM
cart_ops,0.0,1.0,0.0,7,0.0,0.0,0.0,0,2,0.9203,0.0839,1,1,55,0.8317,36,0.587,0.191,MEDIUM
cart_ops,1.0,0.0,0.0,7,0.0,0.0,0.0,1,2,0.8499,0.2124,4,2,51,0.8302,27,1.619,0.476,HIGH
search,0.0,0.0,1.0,3,0.0,0.0,1.0,2,1,0.8791,0.0614,4,0,44,0.945,66,0.835,0.297,LOW
checkout,1.0,0.0,0.0,15,1.0,1.0,1.0,5,2,0.4787,0.3981,7,6,88,0.681,0,7.443,1.715,HIGH
login_flow,0.0,1.0,0.0,8,1.0,0.0,1.0,3,1,0.6242,0.4961,4,5,65,0.6604,44,3.695,0.713,HIGH
checkout,0.0,0.0,1.0,11,1.0,1.0,1.0,5,3,0.3517,0.6829,3,6,172,0.7942,52,4.221,2.033,MEDIUM
search,0.0,0.0,1.0,4,0.0,0.0,1.0,1,1,0.8514,0.0447,2,0,42,0.9373,23,1.253,0.346,LOW
checkout,1.0,0.0,0.0,15,1.0,1.0,1.0,8,3,0.7146,0.4409,10,5,94,0.6499,20,11.747,1.053,HIGH
search,1.0,0.0,0.0,4,0.0,0.0,1.0,1,1,0.9224,0.0055,1,0,40,0.9319,68,1.385,0.287,LOW
checkout,1.0,0.0,0.0,11,0.0,1.0,1.0,6,4,0.6642,0.2306,11,5,149,0.7556,18,4.553,1.18,MEDIUM
cart_ops,1.0,0.0,0.0,5,0.0,0.0,0.0,1,3,0.6368,0.2339,3,0,40,0.9596,34,0.482,0.597,LOW
checkout,1.0,0.0,0.0,12,0.0,1.0,1.0,6,3,0.4612,0.3857,8,6,154,0.5693,27,9.205,2.231,HIGH
login_flow,1.0,0.0,0.0,5,1.0,0.0,1.0,3,1,0.5636,0.1684,4,5,124,0.6922,63,4.696,0.747,HIGH
search,0.0,0.0,1.0,3,0.0,0.0,1.0,1,1,0.9693,0.0,2,0,43,0.9365,43,1.303,0.088,LOW
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,3,0,0.7131,0.4295,5,3,51,0.8287,53,3.439,0.852,MEDIUM
checkout,1.0,0.0,0.0,7,1.0,1.0,1.0,5,3,0.4308,0.3171,10,3,114,0.7811,20,7.103,1.253,MEDIUM
cart_ops,0.0,0.0,1.0,4,1.0,0.0,0.0,0,2,0.6309,0.1256,2,2,57,0.961,27,2.629,0.19,LOW
search,0.0,0.0,1.0,3,0.0,0.0,1.0,1,2,0.8525,0.1479,4,0,35,0.9714,81,0.855,0.176,LOW
search,0.0,1.0,0.0,4,0.0,0.0,0.0,1,1,0.9491,0.0319,4,0,26,1.0,47,0.556,0.296,LOW
cart_ops,0.0,0.0,1.0,6,0.0,0.0,0.0,2,2,0.7362,0.078,4,2,40,0.8895,31,1.278,0.206,MEDIUM
checkout,1.0,0.0,0.0,12,0.0,1.0,1.0,5,3,0.7971,0.4767,10,7,108,0.6002,13,4.29,3.01,HIGH
search,1.0,0.0,0.0,1,0.0,0.0,1.0,1,1,0.8862,0.0137,4,0,40,0.9435,63,1.156,0.0,LOW
login_flow,1.0,0.0,0.0,6,1.0,0.0,1.0,1,0,0.6824,0.341,5,2,91,0.8228,34,5.142,0.961,MEDIUM
login_flow,1.0,0.0,0.0,9,1.0,0.0,1.0,4,0,0.5929,0.4236,7,3,86,0.9022,37,2.35,0.351,MEDIUM
checkout,1.0,0.0,0.0,14,1.0,1.0,1.0,6,0,0.6057,0.0643,2,2,67,0.7083,46,7.61,1.28,HIGH
search,0.0,1.0,0.0,2,1.0,0.0,0.0,1,1,0.9177,0.0,1,0,23,0.9273,63,0.763,0.016,LOW
login_flow,1.0,0.0,0.0,7,1.0,0.0,1.0,3,1,0.7087,0.2284,6,4,121,0.6081,41,2.864,1.344,HIGH
login_flow,1.0,0.0,0.0,10,1.0,0.0,1.0,3,1,0.7094,0.3918,3,3,69,0.8313,21,4.893,1.223,MEDIUM
checkout,1.0,0.0,0.0,13,0.0,1.0,1.0,8,2,0.5281,0.6205,10,4,143,0.6797,24,4.165,1.466,HIGH
login_flow,1.0,0.0,0.0,5,1.0,0.0,1.0,2,2,0.532,0.3025,6,5,103,0.9001,55,3.901,0.776,MEDIUM
cart_ops,1.0,0.0,0.0,7,1.0,0.0,1.0,1,4,0.9041,0.0877,5,1,57,0.9683,43,2.888,0.469,LOW
login_flow,1.0,0.0,0.0,9,1.0,0.0,1.0,3,2,0.7552,0.335,8,1,109,0.6807,6,3.87,0.847,HIGH
checkout,1.0,0.0,0.0,8,0.0,1.0,1.0,5,2,0.443,0.5783,10,4,158,0.3,34,6.404,2.653,HIGH
cart_ops,0.0,1.0,0.0,6,1.0,0.0,1.0,1,3,0.8045,0.1819,5,0,67,0.9611,47,1.807,0.262,LOW
search,0.0,1.0,0.0,4,0.0,0.0,0.0,0,0,0.9117,0.0,1,0,23,0.9631,44,1.687,0.459,LOW
checkout,1.0,0.0,0.0,8,1.0,1.0,1.0,8,1,0.4662,0.308,7,4,129,0.7508,20,5.474,0.323,MEDIUM
cart_ops,0.0,1.0,0.0,6,0.0,0.0,0.0,2,3,0.7682,0.0621,6,2,61,0.8203,39,3.143,0.051,MEDIUM
search,0.0,0.0,1.0,3,0.0,0.0,1.0,2,1,0.9585,0.0,2,0,30,1.0,88,1.009,0.123,LOW
checkout,1.0,0.0,0.0,14,1.0,1.0,1.0,3,3,0.5907,0.3453,10,0,58,0.7281,30,3.852,1.759,HIGH
checkout,1.0,0.0,0.0,13,0.0,1.0,1.0,5,3,0.6663,0.4957,6,3,90,0.5697,6,4.24,0.261,HIGH
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,3,1,0.6283,0.3674,5,4,106,0.8751,42,3.114,0.394,MEDIUM
cart_ops,1.0,0.0,0.0,7,0.0,0.0,0.0,3,4,0.881,0.2562,8,1,69,0.8373,11,3.022,0.364,MEDIUM
checkout,1.0,0.0,0.0,8,1.0,1.0,1.0,6,1,0.5993,0.4396,7,5,73,0.6991,19,6.763,1.588,HIGH
cart_ops,0.0,1.0,0.0,5,0.0,0.0,0.0,0,2,0.7896,0.1816,5,2,74,0.8326,35,2.057,0.037,MEDIUM
login_flow,0.0,0.0,1.0,8,1.0,0.0,1.0,3,2,0.6405,0.0,3,4,101,0.7613,52,5.309,1.45,MEDIUM
login_flow,1.0,0.0,0.0,11,1.0,0.0,1.0,3,1,0.7222,0.3099,3,1,65,0.8089,51,3.663,1.307,MEDIUM
checkout,0.0,0.0,1.0,13,1.0,1.0,1.0,4,2,0.8189,0.3126,11,3,149,0.7304,41,4.3,0.77,HIGH
checkout,1.0,0.0,0.0,13,0.0,1.0,1.0,2,1,0.7531,0.414,10,4,187,0.4707,23,7.673,1.537,HIGH
checkout,0.0,1.0,0.0,14,1.0,1.0,1.0,4,3,0.7271,0.6189,6,5,156,0.6891,34,3.213,1.226,HIGH
search,0.0,0.0,1.0,4,0.0,0.0,0.0,1,1,0.9358,0.0296,3,0,51,0.9299,44,0.853,0.456,LOW
checkout,1.0,0.0,0.0,15,1.0,1.0,1.0,6,0,0.534,0.6757,6,4,143,0.6473,23,2.922,1.94,MEDIUM
login_flow,0.0,1.0,0.0,8,1.0,0.0,1.0,3,1,0.4911,0.0682,5,3,85,0.5131,50,4.85,0.266,HIGH
login_flow,0.0,0.0,1.0,7,1.0,0.0,1.0,1,1,0.7352,0.3222,3,5,112,0.7943,48,2.764,0.404,MEDIUM
search,1.0,0.0,0.0,3,0.0,0.0,1.0,1,1,0.8285,0.0838,1,0,38,0.9384,31,1.46,0.0,LOW
login_flow,0.0,1.0,0.0,10,1.0,0.0,1.0,3,2,0.7041,0.4411,2,2,119,0.8269,41,4.164,0.983,MEDIUM
checkout,1.0,0.0,0.0,9,1.0,1.0,1.0,8,3,0.5918,0.2876,11,5,142,0.7831,18,9.969,1.076,LOW
login_flow,1.0,0.0,0.0,9,1.0,0.0,1.0,2,1,0.7813,0.5837,7,3,105,0.7698,40,2.266,1.102,MEDIUM
cart_ops,0.0,1.0,0.0,7,0.0,0.0,0.0,2,3,0.8036,0.1886,4,2,38,0.9142,29,2.044,1.01,HIGH
login_flow,1.0,0.0,0.0,7,1.0,0.0,1.0,2,2,0.5311,0.3465,8,4,83,0.7684,42,3.692,0.264,MEDIUM
login_flow,1.0,0.0,0.0,7,1.0,0.0,1.0,3,1,0.6345,0.2385,7,4,130,0.9439,37,5.203,0.764,LOW
cart_ops,0.0,1.0,0.0,5,1.0,0.0,0.0,1,4,0.8716,0.1565,3,2,52,0.937,23,1.734,0.354,LOW
login_flow,1.0,0.0,0.0,9,1.0,0.0,1.0,5,1,0.5507,0.3781,4,2,97,0.7578,39,2.419,0.479,MEDIUM
cart_ops,0.0,1.0,0.0,6,0.0,0.0,0.0,0,3,0.9192,0.3166,4,2,92,0.877,24,2.048,0.195,MEDIUM
login_flow,1.0,0.0,0.0,7,1.0,0.0,1.0,3,2,0.8109,0.5397,5,4,76,0.5871,69,5.636,0.127,HIGH
cart_ops,0.0,1.0,0.0,7,0.0,0.0,0.0,2,2,0.848,0.3029,4,1,95,0.9176,23,1.78,0.387,LOW
login_flow,1.0,0.0,0.0,6,1.0,0.0,1.0,4,1,0.7522,0.2035,8,3,94,0.8741,37,4.206,0.827,MEDIUM
checkout,0.0,0.0,1.0,13,1.0,1.0,1.0,5,4,0.5429,0.9598,7,3,72,0.8349,21,5.881,1.877,MEDIUM
search,0.0,1.0,0.0,3,0.0,0.0,1.0,1,1,0.9885,0.03,4,0,24,0.9301,20,0.1,0.318,LOW
search,0.0,0.0,1.0,1,0.0,0.0,1.0,1,0,0.8605,0.1496,0,0,32,0.9611,59,0.685,0.313,MEDIUM
search,0.0,0.0,1.0,3,0.0,0.0,0.0,1,1,0.8777,0.0,1,0,47,0.9491,40,1.205,0.0,LOW
login_flow,1.0,0.0,0.0,5,1.0,0.0,1.0,3,1,0.8355,0.5702,1,0,75,0.8586,14,4.974,0.799,MEDIUM
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,2,1,0.6373,0.2843,5,2,83,0.7897,48,3.653,1.006,MEDIUM
login_flow,0.0,1.0,0.0,6,1.0,0.0,1.0,4,0,0.5854,0.1779,5,3,92,0.9816,51,4.385,0.534,LOW
login_flow,1.0,0.0,0.0,5,1.0,0.0,1.0,3,1,0.6618,0.5354,4,4,127,0.7274,33,2.454,0.667,HIGH
search,0.0,0.0,1.0,3,0.0,0.0,1.0,0,1,0.8512,0.0614,1,1,51,0.9645,88,2.075,0.203,LOW
cart_ops,0.0,1.0,0.0,6,1.0,0.0,0.0,2,3,0.8309,0.0552,4,2,53,0.8037,44,1.96,0.343,MEDIUM
login_flow,1.0,0.0,0.0,6,1.0,0.0,1.0,3,1,0.5584,0.4475,4,4,106,0.7172,17,2.501,0.817,HIGH
checkout,1.0,0.0,0.0,13,1.0,1.0,1.0,7,3,0.6766,0.8346,5,2,179,0.5365,28,4.433,1.908,HIGH
cart_ops,1.0,0.0,0.0,5,1.0,0.0,0.0,0,2,0.7409,0.2418,4,2,36,0.9369,38,3.078,0.592,LOW
login_flow,1.0,0.0,0.0,6,1.0,0.0,1.0,4,1,0.7071,0.4498,5,0,86,0.8353,52,3.311,1.222,MEDIUM
search,0.0,1.0,0.0,4,0.0,0.0,1.0,1,1,1.0,0.0835,3,0,40,0.9624,73,2.071,0.408,LOW
checkout,1.0,0.0,0.0,17,1.0,1.0,1.0,4,3,0.5744,0.2796,14,4,114,0.6576,28,6.042,0.092,HIGH
login_flow,1.0,0.0,0.0,7,1.0,0.0,1.0,4,1,0.9151,0.4861,3,2,124,0.9006,36,3.74,0.86,MEDIUM
cart_ops,1.0,0.0,0.0,5,0.0,0.0,0.0,2,3,0.7796,0.2049,5,1,68,0.9082,29,2.711,0.04,MEDIUM
cart_ops,1.0,0.0,0.0,6,1.0,0.0,0.0,1,2,0.7507,0.1073,5,1,61,0.7062,43,1.195,0.588,MEDIUM
login_flow,1.0,0.0,0.0,6,1.0,0.0,1.0,3,1,0.5276,0.2698,5,4,114,0.7795,28,3.316,0.454,MEDIUM
checkout,1.0,0.0,0.0,11,1.0,1.0,1.0,6,1,0.3701,0.5081,13,3,90,0.505,16,3.985,0.145,HIGH
search,0.0,1.0,0.0,3,0.0,0.0,1.0,1,2,0.9614,0.0185,3,1,38,1.0,61,0.965,0.074,LOW
cart_ops,1.0,0.0,0.0,6,1.0,0.0,0.0,1,4,0.8305,0.0861,2,0,54,0.9184,18,2.181,0.656,MEDIUM
checkout,1.0,0.0,0.0,8,1.0,1.0,1.0,7,1,0.6752,0.6754,7,3,113,0.6645,18,7.259,1.328,HIGH
search,1.0,0.0,0.0,3,0.0,0.0,1.0,1,1,0.9613,0.0051,2,0,40,0.914,99,1.523,0.07,MEDIUM
search,0.0,0.0,1.0,2,0.0,0.0,0.0,1,1,0.8575,0.0799,2,0,34,0.9804,64,1.034,0.432,LOW
cart_ops,0.0,1.0,0.0,7,1.0,0.0,0.0,2,3,0.802,0.1326,6,2,41,0.9569,22,2.313,0.534,LOW
search,0.0,0.0,1.0,2,0.0,0.0,0.0,1,0,0.8718,0.0712,3,0,27,0.9942,58,0.987,0.12,LOW
checkout,1.0,0.0,0.0,13,0.0,1.0,1.0,6,3,0.5476,0.2334,12,1,86,0.5743,32,4.52,0.998,HIGH
checkout,1.0,0.0,0.0,7,1.0,1.0,1.0,6,1,0.6061,0.657,6,2,87,0.6439,28,10.901,0.08,HIGH
cart_ops,0.0,1.0,0.0,6,0.0,0.0,0.0,1,4,0.8749,0.0487,5,0,64,0.8522,35,1.491,0.718,MEDIUM
checkout,1.0,0.0,0.0,9,1.0,1.0,1.0,5,1,0.6743,0.6515,6,5,112,0.6869,55,6.283,1.493,HIGH
cart_ops,0.0,0.0,1.0,10,0.0,0.0,0.0,1,2,0.8037,0.1614,3,1,39,0.8017,18,2.153,0.405,MEDIUM
checkout,0.0,0.0,1.0,14,1.0,1.0,1.0,7,2,0.6081,0.3941,9,4,151,0.6068,40,5.63,2.089,HIGH
checkout,1.0,0.0,0.0,12,1.0,1.0,1.0,6,1,0.4312,0.5125,5,5,122,0.6802,20,7.669,2.558,HIGH
login_flow,1.0,0.0,0.0,5,1.0,0.0,1.0,3,1,0.7299,0.3758,6,3,89,0.8833,43,2.439,0.746,MEDIUM
cart_ops,0.0,0.0,1.0,8,0.0,0.0,1.0,2,3,0.8437,0.1604,7,2,69,0.8323,17,2.2,0.317,MEDIUM
search,0.0,0.0,1.0,3,0.0,0.0,1.0,2,1,1.0,0.0908,2,0,44,0.9818,64,1.928,0.169,LOW
login_flow,1.0,0.0,0.0,6,1.0,0.0,1.0,3,1,0.5719,0.3684,4,4,96,0.6464,28,5.307,0.14,HIGH
login_flow,0.0,1.0,0.0,12,1.0,0.0,1.0,3,1,0.6141,0.3435,3,4,103,0.7728,38,4.19,1.238,MEDIUM
checkout,1.0,0.0,0.0,12,1.0,1.0,1.0,3,2,0.6137,0.0301,11,7,157,0.6447,39,5.814,1.299,HIGH
login_flow,1.0,0.0,0.0,10,1.0,0.0,1.0,2,1,0.3958,0.4316,1,3,92,0.8905,45,4.895,0.679,MEDIUM
checkout,0.0,1.0,0.0,13,0.0,1.0,1.0,5,1,0.6189,0.6725,6,1,170,0.7499,36,7.117,1.183,HIGH
cart_ops,0.0,1.0,0.0,5,0.0,0.0,0.0,2,3,0.8472,0.1403,5,1,67,0.6847,19,1.26,0.351,HIGH
cart_ops,0.0,1.0,0.0,3,1.0,0.0,0.0,2,2,0.8291,0.1327,5,1,55,0.8493,30,1.295,0.154,MEDIUM
login_flow,0.0,0.0,1.0,9,1.0,0.0,1.0,5,1,0.5583,0.3423,4,3,89,0.8784,33,5.041,0.532,MEDIUM
cart_ops,1.0,0.0,0.0,7,0.0,0.0,0.0,1,2,0.8394,0.0,5,1,70,0.7378,28,2.438,0.0,HIGH
login_flow,1.0,0.0,0.0,10,1.0,0.0,1.0,4,1,0.657,0.4246,3,4,71,1.0,59,4.0,1.461,LOW
login_flow,1.0,0.0,0.0,11,1.0,0.0,1.0,3,0,0.7554,0.6749,1,5,118,0.7677,72,4.327,1.406,MEDIUM
search,0.0,0.0,1.0,3,0.0,0.0,1.0,0,2,0.8918,0.0548,3,0,26,0.9547,66,1.321,0.15,MEDIUM
search,0.0,0.0,1.0,5,0.0,0.0,0.0,1,1,0.8739,0.0591,0,1,66,0.9268,85,1.345,0.0,LOW
login_flow,1.0,0.0,0.0,6,1.0,0.0,1.0,4,0,0.6483,0.5466,7,2,58,0.8593,46,2.89,1.645,MEDIUM
cart_ops,1.0,0.0,0.0,6,1.0,0.0,0.0,1,3,0.8758,0.2157,3,1,71,0.761,27,2.621,0.558,MEDIUM
search,1.0,0.0,0.0,4,0.0,0.0,1.0,1,1,1.0,0.0933,1,0,28,0.9487,30,1.475,0.0,LOW
checkout,0.0,0.0,1.0,13,1.0,1.0,1.0,5,1,0.8546,0.4876,10,4,120,0.7697,15,3.023,1.351,MEDIUM
login_flow,1.0,0.0,0.0,8,1.0,0.0,1.0,3,1,0.5697,0.3793,0,4,76,0.7406,53,2.098,0.444,HIGH
search,0.0,0.0,1.0,5,0.0,0.0,0.0,1,1,0.8933,0.0935,2,0,54,0.9315,33,0.531,0.0,LOW
